review_id,listing_id,number_of_reviews,last_review,reviews_per_month
18769,14858190,2,2018-03-09,0.09
18770,14858485,3,2016-09-19,0.09
18771,14858544,80,2019-06-22,2.32
18772,14858777,6,2017-09-20,0.18
18773,14864014,19,2019-06-18,0.56
18774,14865705,6,2016-09-13,0.17
18775,14867152,4,2016-12-06,0.12
18776,14868158,9,2017-08-05,0.26
18777,14868347,1,2017-10-25,0.05
18778,14868631,7,2019-06-26,2.84
18779,14868857,10,2019-04-21,0.32
18780,14869260,1,2017-06-11,0.04
18781,14869271,4,2018-08-20,0.15
18782,14869440,16,2018-09-30,0.49
18783,14870802,10,2017-03-19,0.29
18784,14871074,5,2017-08-13,0.15
18785,14871736,10,2019-04-28,0.29
18786,14878046,23,2019-07-01,1.42
18787,14880613,22,2019-05-26,0.64
18788,14881637,3,2019-05-04,0.09
18789,14881794,20,2017-08-13,0.59
18790,14882046,25,2019-06-21,0.73
18791,14882137,2,2016-09-21,0.06
18792,14882283,0,,
18793,14882309,134,2019-06-19,3.95
18794,14883818,111,2019-06-26,3.21
18795,14884030,0,,
18796,14885186,86,2019-06-26,2.57
18797,14886600,22,2019-06-30,0.64
18798,14887025,0,,
18799,14887088,24,2019-06-08,0.71
18800,14888012,27,2019-06-08,0.81
18801,14892623,38,2019-05-05,1.1
18802,14894267,2,2017-10-17,0.06
18803,14899111,57,2019-07-01,1.68
18804,14899810,0,,
18805,14902084,3,2016-10-23,0.09
18806,14909867,26,2019-06-10,0.93
18807,14911628,17,2019-06-30,0.53
18808,14911767,8,2019-03-04,0.23
18809,14912574,4,2019-03-22,0.12
18810,14913167,8,2016-10-23,0.23
18811,14913197,154,2019-06-15,4.49
18812,14913358,6,2019-06-30,0.66
18813,14913941,48,2019-05-25,1.42
18814,14914048,73,2019-06-18,2.13
18815,14914739,41,2019-06-29,1.2
18816,14915099,51,2019-04-21,1.51
18817,14915616,2,2016-10-30,0.06
18818,14916773,5,2017-07-21,0.15
18819,14916806,43,2019-06-23,1.27
18820,14917475,42,2019-02-28,1.24
18821,14917765,56,2019-06-12,1.68
18822,14918238,204,2019-07-04,5.92
18823,14918404,97,2019-06-17,2.9
18824,14926631,133,2019-07-05,3.95
18825,14926698,37,2019-06-06,1.09
18826,14928089,26,2018-10-24,0.76
18827,14928864,0,,
18828,14928996,8,2017-06-29,0.23
18829,14932887,2,2019-05-10,0.08
18830,14933521,67,2019-07-01,1.96
18831,14933893,3,2016-09-19,0.09
18832,14935001,48,2019-06-16,1.42
18833,14935151,25,2018-06-15,0.73
18834,14936181,3,2017-09-24,0.1
18835,14936709,4,2018-07-13,0.18
18836,14945219,44,2019-06-26,1.3
18837,14945274,16,2017-09-01,0.47
18838,14945585,1,2016-09-12,0.03
18839,14946346,0,,
18840,14946381,57,2018-01-07,1.67
18841,14947252,5,2018-09-21,0.14
18842,14948249,1,2016-09-21,0.03
18843,14949281,163,2019-06-19,4.75
18844,14949923,20,2019-06-24,0.59
18845,14951904,4,2018-11-02,0.12
18846,14952053,174,2019-06-30,5.06
18847,14952649,10,2018-09-03,0.29
18848,14959161,0,,
18849,14959195,4,2016-11-24,0.12
18850,14959206,96,2019-06-26,2.87
18851,14959966,8,2018-05-23,0.23
18852,14961122,55,2019-05-31,1.62
18853,14961253,5,2017-05-21,0.16
18854,14963404,3,2017-10-21,0.11
18855,14963583,3,2019-01-01,0.09
18856,14964655,0,,
18857,14965582,0,,
18858,14966184,87,2019-06-28,2.54
18859,14966692,2,2017-04-10,0.06
18860,14967790,11,2018-02-18,0.57
18861,14967881,84,2019-06-07,2.47
18862,14967994,161,2019-06-26,4.78
18863,14968000,117,2019-07-08,3.41
18864,14968403,6,2018-08-27,0.22
18865,14968436,114,2019-05-27,3.34
18866,14968939,17,2019-06-16,0.5
18867,14969217,26,2019-05-20,0.77
18868,14972714,28,2019-06-23,0.92
18869,14975651,0,,
18870,14976368,14,2019-06-15,0.41
18871,14976950,0,,
18872,14979450,0,,
18873,14980174,2,2016-10-28,0.06
18874,14981124,63,2019-06-07,1.91
18875,14981522,39,2019-07-05,1.66
18876,14982260,45,2019-06-30,1.32
18877,14982907,74,2019-05-11,2.16
18878,14983453,100,2019-07-02,3.09
18879,14984002,3,2017-06-29,0.09
18880,14987023,168,2019-07-06,4.91
18881,14987516,31,2019-01-07,0.92
18882,14988134,3,2018-12-20,0.15
18883,14988596,99,2019-07-03,5.22
18884,14989532,70,2019-06-16,2.06
18885,14989615,2,2019-07-07,0.06
18886,14991887,33,2019-06-23,2.12
18887,14992784,14,2017-04-16,0.43
18888,14994076,2,2019-05-21,0.18
18889,14994367,1,2017-07-31,0.04
18890,14995212,10,2017-01-03,0.3
18891,14995382,35,2019-06-16,1.03
18892,14996256,0,,
18893,15001872,109,2019-06-30,3.19
18894,15003711,80,2019-06-26,2.44
18895,15003721,43,2019-06-20,1.26
18896,15003930,4,2019-02-02,0.17
18897,15004091,76,2019-06-21,2.24
18898,15005115,8,2018-12-29,0.23
18899,15008979,212,2019-06-30,6.19
18900,15009556,123,2019-06-22,3.61
18901,15009618,98,2019-05-12,2.87
18902,15009751,24,2019-06-10,0.7
18903,15016495,0,,
18904,15016999,7,2019-06-19,0.21
18905,15018397,98,2019-06-29,2.88
18906,15018646,1,2017-09-22,0.05
18907,15019436,15,2017-01-28,0.44
18908,15019959,0,,
18909,15021635,2,2018-12-22,0.29
18910,15021783,2,2016-10-29,0.06
18911,15022347,0,,
18912,15024645,157,2019-06-23,4.58
18913,15024889,17,2019-06-29,0.49
18914,15025988,1,2016-10-01,0.03
18915,15026994,37,2019-05-11,1.09
18916,15027024,10,2018-12-31,0.3
18917,15028194,126,2019-06-14,3.74
18918,15031599,15,2018-12-31,0.44
18919,15032254,1,2017-05-08,0.04
18920,15033685,138,2019-06-22,4.08
18921,15034150,0,,
18922,15034827,13,2017-03-18,0.38
18923,15034950,0,,
18924,15035050,7,2019-03-26,0.24
18925,15035565,6,2018-05-08,0.19
18926,15036330,5,2018-09-16,0.15
18927,15036516,0,,
18928,15036809,19,2018-06-19,0.6
18929,15037251,123,2019-07-01,3.72
18930,15037461,12,2018-09-18,0.35
18931,15037640,1,2016-09-21,0.03
18932,15038469,97,2019-06-21,2.92
18933,15039238,19,2019-01-01,0.56
18934,15040421,3,2019-05-15,0.09
18935,15041647,105,2019-07-03,3.07
18936,15041998,0,,
18937,15042314,8,2019-07-06,0.24
18938,15042361,16,2019-01-03,0.47
18939,15043180,1,2016-09-19,0.03
18940,15043534,168,2019-07-01,4.93
18941,15043788,134,2019-07-01,3.93
18942,15043817,143,2019-05-29,4.25
18943,15048516,29,2019-06-15,0.93
18944,15049253,125,2019-05-21,3.65
18945,15050044,0,,
18946,15050192,6,2016-12-31,0.18
18947,15051958,24,2018-12-30,0.71
18948,15052056,2,2017-08-28,0.06
18949,15052112,89,2019-04-12,2.62
18950,15052156,2,2017-03-31,0.07
18951,15052455,41,2019-05-28,1.25
18952,15052971,1,2017-07-30,0.04
18953,15053143,85,2019-07-01,2.5
18954,15053369,41,2017-10-14,1.24
18955,15053461,1,2017-08-05,0.04
18956,15054327,0,,
18957,15054617,2,2019-02-09,0.07
18958,15054630,38,2019-02-11,1.24
18959,15056050,8,2018-08-20,0.24
18960,15056492,0,,
18961,15056538,0,,
18962,15056748,5,2017-06-30,0.15
18963,15057686,0,,
18964,15057717,15,2018-10-14,0.44
18965,15057784,0,,
18966,15058410,41,2019-06-03,1.2
18967,15059292,32,2019-06-17,0.94
18968,15060262,0,,
18969,15062944,10,2019-05-28,0.31
18970,15064512,36,2019-06-09,1.06
18971,15065696,49,2018-11-30,1.46
18972,15066466,15,2017-05-07,0.44
18973,15066701,128,2019-06-25,3.77
18974,15066761,6,2017-10-23,0.18
18975,15067291,97,2019-07-05,2.9
18976,15068067,42,2019-01-04,1.24
18977,15069131,0,,
18978,15069259,0,,
18979,15071519,4,2016-12-05,0.12
18980,15073369,16,2017-05-16,0.48
18981,15074005,0,,
18982,15079046,26,2019-05-24,0.78
18983,15079215,95,2019-06-19,2.86
18984,15080267,20,2019-02-12,0.61
18985,15080936,1,2017-10-07,0.05
18986,15080994,105,2018-12-15,3.09
18987,15081440,56,2019-01-04,1.8
18988,15081663,0,,
18989,15082723,29,2019-07-08,0.85
18990,15082930,12,2018-11-30,0.37
18991,15083267,200,2019-06-19,5.87
18992,15083571,5,2018-08-10,0.16
18993,15083823,132,2019-07-03,3.91
18994,15085230,24,2018-08-24,0.71
18995,15085833,1,2017-01-22,0.03
18996,15086143,5,2018-09-07,0.16
18997,15086862,4,2018-01-02,0.16
18998,15087285,2,2017-09-17,0.09
18999,15087746,8,2019-01-01,0.23
19000,15087800,98,2019-06-23,2.87
19001,15088024,169,2019-07-02,4.98
19002,15088367,2,2018-08-28,0.06
19003,15090815,0,,
19004,15094172,19,2018-10-01,0.57
19005,15095005,10,2018-06-30,0.3
19006,15095408,1,2017-01-01,0.03
19007,15095439,3,2017-08-13,0.09
19008,15095589,34,2019-06-13,1.0
19009,15095808,11,2019-06-30,0.52
19010,15098153,8,2018-12-07,0.24
19011,15098355,1,2016-10-15,0.03
19012,15098786,79,2019-06-23,2.33
19013,15099149,13,2019-06-23,0.4
19014,15099669,2,2016-10-20,0.06
19015,15100256,41,2019-05-20,1.21
19016,15100760,8,2019-05-18,0.68
19017,15100883,1,2018-09-24,0.1
19018,15101577,26,2018-05-04,0.76
19019,15102026,3,2016-10-29,0.09
19020,15106603,1,2016-10-23,0.03
19021,15107136,0,,
19022,15107952,57,2019-04-28,1.7
19023,15110120,25,2019-06-27,0.74
19024,15111011,62,2019-06-26,1.88
19025,15111300,5,2017-10-09,0.15
19026,15113377,16,2017-08-06,0.48
19027,15113479,69,2019-06-16,2.05
19028,15114181,10,2019-07-05,0.57
19029,15114265,78,2019-07-02,2.33
19030,15114433,3,2019-01-14,0.17
19031,15114512,14,2018-11-11,0.41
19032,15114550,66,2019-06-30,2.01
19033,15114715,12,2018-03-15,0.42
19034,15114935,12,2018-09-02,0.36
19035,15115143,170,2019-07-02,4.99
19036,15115382,222,2019-06-25,6.61
19037,15115532,9,2019-01-01,0.27
19038,15116599,92,2019-07-02,3.17
19039,15122925,54,2019-06-13,1.72
19040,15125599,5,2017-06-25,0.15
19041,15126304,0,,
19042,15126360,0,,
19043,15126483,59,2019-05-27,1.77
19044,15126686,43,2019-05-26,1.28
19045,15126948,74,2019-06-24,2.2
19046,15128456,23,2019-06-21,0.69
19047,15129261,10,2018-10-22,0.34
19048,15130158,1,2016-09-26,0.03
19049,15131279,28,2019-06-15,2.64
19050,15131952,19,2019-06-30,0.58
19051,15132151,1,2016-09-22,0.03
19052,15132221,7,2018-04-18,0.26
19053,15133055,6,2019-05-31,2.9
19054,15133087,77,2019-06-23,2.3
19055,15133612,68,2019-05-14,2.01
19056,15133721,9,2017-02-19,0.27
19057,15133923,24,2017-06-19,0.71
19058,15133972,34,2019-06-01,1.01
19059,15134876,33,2019-04-14,0.97
19060,15140447,13,2019-04-21,0.39
19061,15140627,0,,
19062,15141661,0,,
19063,15141938,205,2019-07-05,6.07
19064,15142409,103,2019-06-30,3.11
19065,15142578,1,2017-09-30,0.05
19066,15144105,2,2016-10-19,0.06
19067,15144127,49,2019-06-30,1.44
19068,15145285,0,,
19069,15147021,13,2018-08-28,0.41
19070,15147943,0,,
19071,15149137,102,2019-07-03,3.04
19072,15149187,51,2017-09-26,1.52
19073,15149560,21,2019-06-15,0.63
19074,15149591,4,2016-12-18,0.12
19075,15150240,2,2019-05-31,0.06
19076,15154905,104,2019-06-21,3.2
19077,15156627,15,2017-01-02,0.45
19078,15158194,4,2019-05-31,0.15
19079,15158791,73,2019-06-30,2.15
19080,15159731,9,2018-09-30,0.3
19081,15159758,4,2017-10-29,0.17
19082,15160268,3,2016-10-21,0.09
19083,15160791,72,2019-06-22,2.14
19084,15162388,0,,
19085,15164526,25,2019-06-07,0.74
19086,15165888,19,2019-06-08,0.57
19087,15166481,0,,
19088,15166520,34,2019-05-31,1.05
19089,15173557,0,,
19090,15174230,7,2018-12-17,0.21
19091,15175161,1,2016-09-30,0.03
19092,15176641,0,,
19093,15177242,1,2016-10-02,0.03
19094,15177635,23,2019-05-31,0.73
19095,15178725,23,2019-06-18,0.78
19096,15178929,38,2019-06-23,1.28
19097,15178955,5,2019-01-04,0.15
19098,15179994,23,2019-06-18,0.68
19099,15180279,6,2018-09-30,0.18
19100,15181451,1,2016-11-13,0.03
19101,15181459,6,2018-08-21,0.19
19102,15182188,3,2016-10-19,0.09
19103,15182306,2,2018-08-23,0.17
19104,15187369,4,2017-11-15,0.13
19105,15188621,11,2019-05-21,0.34
19106,15188738,48,2019-06-08,1.41
19107,15189516,4,2017-01-01,0.13
19108,15189639,0,,
19109,15190865,94,2019-07-04,2.99
19110,15191179,38,2017-07-30,1.12
19111,15191225,3,2018-12-17,0.1
19112,15191740,30,2019-04-11,0.89
19113,15191882,16,2018-11-08,0.51
19114,15192362,69,2019-05-21,2.08
19115,15194011,3,2018-12-30,0.12
19116,15194855,8,2016-10-29,0.24
19117,15195093,1,2016-09-27,0.03
19118,15195491,106,2019-06-24,3.14
19119,15196650,0,,
19120,15203342,9,2019-05-11,0.29
19121,15204218,87,2019-06-27,2.61
19122,15204878,5,2016-12-31,0.15
19123,15205915,3,2017-01-13,0.09
19124,15206157,8,2017-01-01,0.24
19125,15206272,18,2019-03-14,0.54
19126,15206331,7,2017-03-19,0.21
19127,15206607,3,2016-12-11,0.09
19128,15206836,12,2016-12-18,0.36
19129,15206909,71,2019-07-01,2.23
19130,15207725,20,2019-07-01,0.63
19131,15215887,0,,
19132,15216398,54,2019-05-06,1.61
19133,15216399,15,2019-03-31,0.45
19134,15216703,38,2019-07-05,1.13
19135,15216895,5,2017-10-22,0.15
19136,15218066,2,2016-11-05,0.06
19137,15218299,7,2016-12-09,0.21
19138,15218342,136,2019-07-06,4.09
19139,15218579,13,2017-10-08,0.39
19140,15218699,3,2016-12-28,0.09
19141,15219855,5,2017-01-01,0.15
19142,15220143,45,2019-05-24,1.36
19143,15221767,14,2019-05-31,0.76
19144,15221833,0,,
19145,15222861,81,2019-07-03,2.42
19146,15222972,137,2019-06-20,4.07
19147,15223434,318,2019-06-19,9.39
19148,15226075,0,,
19149,15226875,42,2019-06-18,1.34
19150,15229456,0,,
19151,15229619,0,,
19152,15230053,0,,
19153,15230339,0,,
19154,15230576,0,,
19155,15230938,0,,
19156,15232708,5,2019-05-12,0.16
19157,15232776,19,2019-06-30,0.58
19158,15233134,0,,
19159,15233387,0,,
19160,15233592,0,,
19161,15234201,0,,
19162,15234755,9,2019-02-09,0.28
19163,15234771,15,2019-05-20,0.48
19164,15235535,21,2018-07-15,0.63
19165,15238184,104,2019-06-09,3.09
19166,15238740,54,2019-07-07,1.61
19167,15241968,12,2017-05-28,0.36
19168,15246070,56,2019-04-19,1.83
19169,15247262,109,2019-06-23,3.25
19170,15248135,9,2017-10-27,0.27
19171,15248948,8,2018-09-08,0.24
19172,15249063,16,2019-06-23,0.51
19173,15249671,1,2016-12-16,0.03
19174,15250033,27,2019-05-09,0.88
19175,15250168,31,2019-06-30,0.93
19176,15250435,49,2019-06-03,1.51
19177,15252848,2,2016-10-22,0.06
19178,15253135,6,2017-01-01,0.18
19179,15253883,10,2018-08-29,0.31
19180,15255254,38,2019-06-23,1.13
19181,15256150,20,2018-09-17,0.61
19182,15257524,5,2018-10-14,0.15
19183,15259634,9,2017-04-30,0.29
19184,15260962,32,2019-06-24,1.04
19185,15261309,0,,
19186,15261353,5,2018-05-28,0.19
19187,15262831,434,2019-06-19,12.84
19188,15266254,0,,
19189,15266302,1,2017-04-18,0.04
19190,15268575,3,2016-11-28,0.09
19191,15268654,118,2019-06-06,3.53
19192,15268792,12,2019-01-06,0.38
19193,15271865,2,2016-10-09,0.06
19194,15271897,88,2019-06-20,2.76
19195,15273936,6,2018-10-09,0.19
19196,15280873,62,2019-07-01,3.19
19197,15282119,109,2019-06-20,3.29
19198,15282411,18,2017-01-11,0.55
19199,15284819,9,2017-09-15,0.34
19200,15285181,0,,
19201,15286036,0,,
19202,15286645,9,2017-06-03,0.27
19203,15286858,5,2018-06-14,0.16
19204,15287016,5,2017-03-11,0.16
19205,15288601,3,2018-10-16,0.09
19206,15288813,45,2019-06-28,1.33
19207,15289231,32,2019-05-27,0.96
19208,15289766,2,2018-10-22,0.17
19209,15294943,5,2017-09-15,0.15
19210,15296557,45,2019-05-31,1.35
19211,15296957,2,2017-08-06,0.08
19212,15297194,60,2019-06-16,1.84
19213,15297704,3,2018-02-24,0.17
19214,15297862,0,,
19215,15298236,0,,
19216,15299630,22,2019-07-07,0.66
19217,15299748,3,2018-10-18,0.09
19218,15301499,23,2019-03-27,0.69
19219,15301517,108,2019-06-30,3.2
19220,15301748,65,2019-06-04,1.94
19221,15301964,1,2016-10-13,0.03
19222,15301966,1,2016-10-09,0.03
19223,15302149,0,,
19224,15303092,60,2019-06-23,1.79
19225,15307603,114,2018-10-09,3.48
19226,15307735,15,2019-06-04,0.46
19227,15308451,7,2018-10-28,0.24
19228,15308517,4,2017-05-13,0.12
19229,15309572,13,2019-05-08,0.48
19230,15310116,3,2018-09-03,0.15
19231,15310417,13,2018-12-06,0.39
19232,15310580,8,2018-02-25,0.25
19233,15311253,0,,
19234,15311733,1,2016-10-10,0.03
19235,15311833,3,2017-06-21,0.1
19236,15312128,82,2019-06-09,2.45
19237,15314054,17,2017-04-16,0.51
19238,15314886,3,2017-05-20,0.09
19239,15321266,4,2016-10-30,0.12
19240,15321861,218,2019-07-07,6.91
19241,15323284,3,2018-08-03,0.21
19242,15324045,131,2019-07-07,4.11
19243,15325255,8,2016-12-06,0.24
19244,15326614,0,,
19245,15327553,20,2018-12-12,0.9
19246,15327611,12,2019-04-18,0.39
19247,15328018,7,2017-01-22,0.21
19248,15328237,10,2019-05-29,0.33
19249,15328242,71,2019-05-27,2.12
19250,15328271,92,2019-06-25,2.75
19251,15329520,0,,
19252,15333336,65,2019-05-17,1.95
19253,15334973,11,2017-04-19,0.35
19254,15336596,22,2019-06-02,0.76
19255,15337711,15,2019-04-28,0.45
19256,15338155,42,2019-06-28,1.26
19257,15339227,76,2019-07-07,2.28
19258,15340613,8,2017-08-03,0.24
19259,15340649,7,2019-06-24,0.21
19260,15340854,16,2019-04-27,0.5
19261,15341726,11,2018-12-31,0.35
19262,15342056,0,,
19263,15342164,2,2018-12-16,0.06
19264,15342457,6,2018-12-26,0.18
19265,15342701,20,2019-07-07,0.61
19266,15344255,51,2019-06-29,1.63
19267,15344495,5,2018-04-07,0.15
19268,15344749,154,2019-07-05,4.6
19269,15345019,0,,
19270,15345313,13,2018-12-30,0.4
19271,15347268,4,2017-03-11,0.12
19272,15349655,10,2018-12-30,0.3
19273,15354260,0,,
19274,15355243,44,2019-06-18,1.34
19275,15355575,7,2018-10-08,0.23
19276,15355844,5,2017-04-09,0.16
19277,15356132,1,2018-01-01,0.05
19278,15356673,102,2019-06-17,3.13
19279,15357493,10,2017-10-28,0.38
19280,15357503,20,2017-12-13,0.73
19281,15358881,7,2017-08-05,0.21
19282,15359119,4,2019-06-27,0.35
19283,15360220,3,2018-02-10,0.09
19284,15360248,88,2019-06-26,2.68
19285,15360364,73,2019-05-17,2.18
19286,15360687,48,2019-06-29,1.57
19287,15360787,31,2019-07-06,2.63
19288,15361785,93,2019-06-18,2.87
19289,15363266,4,2019-05-28,0.13
19290,15367894,93,2019-07-01,2.78
19291,15370219,3,2017-07-01,0.09
19292,15374564,53,2019-07-07,1.64
19293,15374777,47,2018-09-14,1.41
19294,15374796,72,2019-05-19,2.55
19295,15377187,1,2017-01-05,0.03
19296,15377407,0,,
19297,15377806,3,2017-05-21,0.09
19298,15378469,0,,
19299,15378960,20,2019-06-10,0.6
19300,15379480,173,2019-07-07,5.21
19301,15379574,110,2019-06-23,3.38
19302,15379923,2,2016-11-02,0.06
19303,15381675,77,2019-05-28,2.45
19304,15391726,0,,
19305,15392689,1,2019-01-27,0.18
19306,15393322,5,2018-12-30,0.16
19307,15393637,73,2018-12-28,2.37
19308,15394295,29,2019-01-09,0.9
19309,15394503,11,2017-10-30,0.33
19310,15394525,5,2018-09-03,0.17
19311,15395942,16,2019-06-16,1.12
19312,15396328,7,2019-01-03,0.33
19313,15396351,102,2019-06-21,3.5
19314,15397048,92,2019-06-15,3.26
19315,15397893,28,2019-05-23,1.32
19316,15399008,4,2019-05-02,0.15
19317,15399031,19,2019-06-19,0.6
19318,15405532,0,,
19319,15406357,135,2019-07-02,4.3
19320,15409309,0,,
19321,15411277,32,2019-07-01,1.14
19322,15411327,181,2018-12-24,5.42
19323,15411945,1,2017-01-03,0.03
19324,15411988,94,2019-06-24,2.83
19325,15419574,56,2019-05-08,1.71
19326,15420038,24,2018-06-25,0.73
19327,15421244,129,2019-07-07,3.91
19328,15421279,28,2018-08-26,0.85
19329,15422083,14,2018-09-30,0.42
19330,15422352,0,,
19331,15423388,91,2019-06-19,2.74
19332,15423552,12,2019-01-03,0.44
19333,15423623,2,2016-10-23,0.06
19334,15423725,69,2019-06-24,2.08
19335,15423731,96,2019-06-28,2.96
19336,15423923,66,2019-07-05,2.01
19337,15423962,18,2019-03-16,0.54
19338,15425744,113,2019-06-30,3.63
19339,15430782,18,2017-10-29,0.56
19340,15431463,24,2019-03-07,0.72
19341,15433822,13,2018-01-02,0.41
19342,15435714,73,2018-08-12,2.2
19343,15435899,4,2016-11-20,0.12
19344,15436384,3,2019-05-11,0.12
19345,15436402,1,2017-01-23,0.03
19346,15436666,0,,
19347,15436800,30,2019-06-18,0.98
19348,15436836,129,2019-06-22,3.92
19349,15436871,40,2019-06-15,1.54
19350,15437413,18,2018-11-04,0.55
19351,15437906,15,2019-06-02,0.45
19352,15437922,52,2019-07-06,2.88
19353,15438016,1,2016-10-17,0.03
19354,15444619,119,2019-07-01,3.62
19355,15445427,0,,
19356,15446631,134,2019-06-27,4.17
19357,15447048,7,2018-09-09,0.22
19358,15447090,23,2019-05-02,0.91
19359,15447148,11,2019-01-05,0.36
19360,15449415,0,,
19361,15449434,126,2019-06-15,3.81
19362,15450257,1,2018-01-01,0.05
19363,15450724,4,2019-05-26,0.43
19364,15450848,61,2017-09-02,1.83
19365,15452258,42,2019-06-30,1.27
19366,15452878,123,2019-06-07,3.79
19367,15452971,32,2019-06-12,1.06
19368,15453102,48,2019-06-30,1.45
19369,15453848,3,2019-01-01,0.1
19370,15453985,170,2019-06-25,5.16
19371,15454216,1,2016-12-25,0.03
19372,15454775,4,2018-07-16,0.16
19373,15455305,0,,
19374,15455678,55,2018-12-11,1.68
19375,15460904,17,2019-07-04,0.51
19376,15461512,2,2017-05-25,0.07
19377,15462051,21,2019-07-01,0.64
19378,15462208,101,2019-01-12,3.07
19379,15462245,0,,
19380,15464934,74,2019-06-19,2.27
19381,15465050,87,2019-06-18,2.62
19382,15467130,5,2018-06-04,0.17
19383,15468038,23,2018-06-29,0.81
19384,15468765,7,2019-05-12,0.54
19385,15469541,34,2019-06-24,1.28
19386,15469963,48,2018-08-19,1.45
19387,15470122,0,,
19388,15470678,7,2016-11-27,0.21
19389,15470951,24,2019-06-28,0.78
19390,15473730,20,2019-02-15,0.77
19391,15474504,64,2017-12-13,1.94
19392,15475362,0,,
19393,15476467,19,2019-06-30,0.57
19394,15476794,0,,
19395,15477385,0,,
19396,15478604,72,2019-06-20,2.2
19397,15480133,16,2019-05-05,0.49
19398,15481609,194,2019-05-27,5.88
19399,15481730,19,2019-06-15,0.62
19400,15482081,186,2019-05-29,5.65
19401,15482082,5,2018-01-06,0.16
19402,15482512,171,2019-05-14,5.17
19403,15482966,9,2019-06-09,0.49
19404,15483201,36,2019-05-25,1.18
19405,15483662,6,2019-05-28,0.36
19406,15484888,21,2019-05-26,0.64
19407,15484901,118,2019-06-24,3.69
19408,15485880,88,2019-06-26,2.69
19409,15486072,12,2017-09-26,0.38
19410,15492502,86,2019-07-01,2.59
19411,15492561,13,2017-04-12,0.4
19412,15493096,4,2017-01-02,0.13
19413,15493595,0,,
19414,15494542,74,2019-07-01,2.34
19415,15494796,8,2019-04-28,0.24
19416,15494968,3,2019-06-13,0.33
19417,15495132,12,2019-05-14,0.38
19418,15495202,2,2017-08-15,0.06
19419,15495356,6,2017-11-05,0.2
19420,15495441,45,2019-07-03,1.36
19421,15495653,2,2017-10-27,0.06
19422,15495897,8,2019-01-17,0.36
19423,15496314,0,,
19424,15496496,3,2017-08-20,0.09
19425,15496616,0,,
19426,15497088,0,,
19427,15497229,0,,
19428,15497406,0,,
19429,15497568,2,2019-01-01,0.09
19430,15497673,0,,
19431,15497821,1,2018-06-17,0.08
19432,15498370,109,2019-06-18,3.3
19433,15500135,83,2019-06-22,2.58
19434,15500460,202,2019-06-24,6.13
19435,15501506,0,,
19436,15505535,0,,
19437,15506009,4,2017-01-29,0.12
19438,15506908,9,2019-05-26,0.27
19439,15507375,91,2019-06-28,2.82
19440,15507436,4,2018-02-15,0.12
19441,15508132,78,2019-06-30,2.47
19442,15508399,3,2017-09-06,0.11
19443,15509545,41,2019-06-22,1.42
19444,15509546,0,,
19445,15510233,16,2018-10-15,0.49
19446,15510279,26,2019-06-19,0.85
19447,15511681,61,2019-05-25,1.84
19448,15511695,16,2019-05-18,0.48
19449,15511749,9,2018-10-17,0.53
19450,15513127,0,,
19451,15517104,85,2019-02-24,2.58
19452,15517755,3,2017-01-05,0.09
19453,15518025,1,2016-10-18,0.03
19454,15519679,3,2019-01-01,0.16
19455,15520060,41,2019-06-13,1.24
19456,15520503,116,2019-06-26,3.5
19457,15520792,0,,
19458,15521674,8,2019-05-18,0.24
19459,15522627,30,2019-06-05,0.91
19460,15523119,100,2019-07-05,3.26
19461,15523281,21,2019-05-12,0.67
19462,15527416,100,2019-06-18,3.05
19463,15528972,59,2019-05-12,1.89
19464,15529123,43,2019-06-12,1.36
19465,15529336,3,2018-05-26,0.09
19466,15529937,26,2019-01-02,0.98
19467,15531089,0,,
19468,15531352,36,2017-09-03,1.11
19469,15531889,142,2019-07-05,4.41
19470,15532430,7,2018-11-04,0.22
19471,15535079,2,2018-05-11,0.09
19472,15535391,29,2019-05-22,0.95
19473,15535864,5,2018-09-09,0.15
19474,15536769,43,2019-01-03,1.32
19475,15537258,1,2019-01-05,0.16
19476,15538057,1,2018-10-25,0.12
19477,15539709,6,2019-03-31,0.21
19478,15542745,0,,
19479,15543090,181,2019-05-27,5.47
19480,15543169,97,2019-07-05,3.0
19481,15544672,7,2018-10-31,0.33
19482,15545469,20,2019-06-27,0.66
19483,15546982,13,2019-06-23,0.41
19484,15548301,1,2018-08-31,0.1
19485,15549056,58,2019-06-26,2.12
19486,15550900,18,2019-05-29,0.57
19487,15551245,1,2016-12-31,0.03
19488,15552357,68,2019-07-02,2.05
19489,15552862,75,2019-07-05,2.33
19490,15552901,5,2019-04-23,0.18
19491,15553495,18,2018-12-16,0.55
19492,15553994,0,,
19493,15554154,20,2019-01-02,0.61
19494,15559457,2,2017-05-26,0.07
19495,15560258,1,2016-11-01,0.03
19496,15560799,2,2018-01-15,0.06
19497,15561163,86,2019-06-28,3.02
19498,15562465,2,2016-11-26,0.06
19499,15563361,12,2017-03-22,0.37
19500,15563416,27,2018-09-16,0.82
19501,15563563,13,2019-05-27,0.41
19502,15564125,102,2019-06-23,3.14
19503,15564955,4,2018-04-12,0.17
19504,15565299,26,2018-10-08,0.8
19505,15566106,10,2019-06-23,0.39
19506,15568616,43,2019-06-23,1.35
19507,15568740,1,2016-12-03,0.03
19508,15569399,63,2019-07-05,1.91
19509,15576821,117,2019-06-23,4.66
19510,15581948,131,2019-06-25,3.97
19511,15582096,107,2019-07-01,3.25
19512,15582426,0,,
